<ID|readonly|noverify>;<English>
pb4y-2_france_2;☨ PB4Y
lancaster_mr7_france_shop;☨ Lancaster MR.7
lancaster_mr7_france_0;Avro Type 683 Lancaster Maritime Reconnaissance mark 7
lancaster_mr7_france_1;☨ Lancaster MR.7
lancaster_mr7_france_2;☨ Lancaster
so_8000_narval_shop;SO.8000 Narval
so_8000_narval_0;Sud-Ouest S.O.8000 Narval
so_8000_narval_1;SO.8000 Narval
so_8000_narval_2;Narval
douglas_ad_4na_france_shop;☨ AD-4NA
douglas_ad_4na_france_0;Douglas AD-4NA Skyraider
douglas_ad_4na_france_1;☨ AD-4NA
douglas_ad_4na_france_2;☨ AD-4NA
md_450b_ouragan_shop;M.D.450 Ouragan
md_450b_ouragan_0;Dassault M.D.450B Ouragan
md_450b_ouragan_1;M.D.450 Ouragan
md_450b_ouragan_2;Ouragan
md_450b_barougan_shop;M.D.450 Barougan
md_450b_barougan_0;Dassault M.D.450B Barougan
md_450b_barougan_1;M.D.450 Barougan
md_450b_barougan_2;Barougan
md_452_mystere_2a_shop;Mystère II A
md_452_mystere_2a_0;Dassault M.D.452 Mystère II A
md_452_mystere_2a_1;Mystère II A
md_452_mystere_2a_2;Mystère II
md_452_mystere_2c_preproduction_shop;Mystère II C
md_452_mystere_2c_preproduction_0;Dassault M.D.452 Mystère II C pre-production
md_452_mystere_2c_preproduction_1;Mystère II C
md_452_mystere_2c_preproduction_2;Mystère II
f-84f_france_shop;☨ F-84F-51
f-84f_france_0;General Motors F-84F-51-GK Thunderstreak
f-84f_france_1;☨ F-84F
f-84f_france_2;☨ F-84
f-84g_france_shop;☨ F-84G-26
f-84g_france_0;Republic F-84G-26-RE Thunderjet
f-84g_france_1;☨ F-84G
f-84g_france_2;☨ F-84
so_4050_vautour_2b_shop;Vautour IIB
so_4050_vautour_2b_0;Sud-Ouest S.O.4050 Vautour II Bombardier
so_4050_vautour_2b_1;Vautour IIB
so_4050_vautour_2b_2;Vautour
so_4050_vautour_2a_shop;Vautour IIA
so_4050_vautour_2a_0;Sud-Ouest S.O.4050 Vautour II Attaque
so_4050_vautour_2a_1;Vautour IIA
so_4050_vautour_2a_2;Vautour
so_4050_vautour_2n_shop;Vautour IIN (C)
so_4050_vautour_2n_0;Sud-Ouest SO.4050 Vautour IIN Variante C
so_4050_vautour_2n_1;Vautour IIN (C)
so_4050_vautour_2n_2;Vautour
so_4050_vautour_2n_late_shop;Vautour IIN (M)
so_4050_vautour_2n_late_0;Sud-Ouest SO.4050 Vautour IIN Variante M
so_4050_vautour_2n_late_1;Vautour IIN (M)
so_4050_vautour_2n_late_2;Vautour
f-84f_iaf_shop;☨ F-84F-51
f-84f_iaf_0;General Motors F-84F-51-GK Thunderstreak
f-84f_iaf_1;☨ F-84F
f-84f_iaf_2;☨ F-84
f-8e_fn_shop;☨ F-8E(FN)
f-8e_fn_0;Vought F-8E (French Navy) Crusader II
f-8e_fn_1;☨ F-8E(FN)
f-8e_fn_2;☨ F-8E
so_4050_vautour_2a_iaf_shop;Vautour II A (IDF/AF)
so_4050_vautour_2a_iaf_0;Sud-Ouest SO.4050 Vautour II A (IDF/AF)
so_4050_vautour_2a_iaf_1;Vautour II A (IDF/AF)
so_4050_vautour_2a_iaf_2;Vautour II
md_454_mystere_4a_shop;Mystère IV A
md_454_mystere_4a_0;Dassault M.D.454 Mystère IV A
md_454_mystere_4a_1;Mystère IV A
md_454_mystere_4a_2;Mystère IV
md_460_shop;Super Mystère B2
md_460_0;Dassault MD.460 Super Mystère B2
md_460_1;Super Mystère B2
md_460_2;Super Mystère
md_460_yt_cup_2019_shop;Super Mystère B2 ␙
md_460_yt_cup_2019_0;Dassault MD.460 Super Mystère B2 ␙
md_460_yt_cup_2019_1;Super Mystère B2 ␙
md_460_yt_cup_2019_2;Super Mystère ␙
f-86k_late_shop;☨ F-86K
f-86k_late_0;Fiat F-86K
f-86k_late_1;☨ F-86K
f-86k_late_2;☨ F-86
f-100d_france_shop;☨ F-100D-10
f-100d_france_0;North American F-100D-10-NA Super Sabre
f-100d_france_1;☨ F-100D
f-100d_france_2;☨ F-100
etndard_4m_shop;Étendard IV M
etndard_4m_0;Dassault Étendard IV M
etndard_4m_1;Étendard IV M
etndard_4m_2;Étendard IV
mirage_3c_shop;Mirage III C
mirage_3c_0;Dassault Mirage III C
mirage_3c_1;Mirage III C
mirage_3c_2;Mirage III
mirage_3e_shop;Mirage III E
mirage_3e_0;Dassault Mirage III E
mirage_3e_1;Mirage III E
mirage_3e_2;Mirage III
mirage_milan_shop;Mirage Milan
mirage_milan_0;Dassault Mirage III E Milan S-01
mirage_milan_1;Mirage Milan
mirage_milan_2;Milan
mirage_5f_shop;Mirage 5 F
mirage_5f_0;Dassault Mirage 5 F
mirage_5f_1;Mirage 5 F
mirage_5f_2;Mirage 5
mirage_f1c_shop;Mirage F1C
mirage_f1c_0;Dassault Mirage F1C
mirage_f1c_1;Mirage F1C
mirage_f1c_2;Mirage F1
mirage_f1ct_shop;Mirage F1CT
mirage_f1ct_0;Dassault Mirage F1CT
mirage_f1ct_1;Mirage F1CT
mirage_f1ct_2;Mirage F1
mirage_f1c_200_shop;Mirage F1C-200
mirage_f1c_200;Dassault Mirage F1C-200
mirage_f1c_200;Mirage F1C-200
mirage_f1c_200;Mirage F1
mirage_2000c_s5_shop;Mirage 2000C-S5
mirage_2000c_s5_0;Dassault-Breguet Mirage 2000 Chasse S5
mirage_2000c_s5_1;Mirage 2000C
mirage_2000c_s5_2;Mirage 2000
mirage_2000d_r1_shop;Mirage 2000D-R1
mirage_2000d_r1_0;Dassault-Breguet Mirage 2000D-R1
mirage_2000d_r1_1;Mirage 2000D
mirage_2000d_r1_2;Mirage 2000
mirage_2000_5f_shop;Mirage 2000-5F
mirage_2000_5f_0;Dassault-Breguet Mirage 2000-5F
mirage_2000_5f_1;Mirage 2000-5F
mirage_2000_5f_2;Mirage 2000
jaguar_a_shop;Jaguar A
jaguar_a_0;Dassault-Breguet Jaguar A
jaguar_a_1;Jaguar A
jaguar_a_2;Jaguar
jaguar_e_shop;Jaguar E
jaguar_e_0;Dassault-Breguet Jaguar E
jaguar_e_1;Jaguar E
jaguar_e_2;Jaguar
shop/group/vg_33_group;VG-33 / D.520
shop/group/ms_405_406_group;M.S.40
shop/group/potez_group;Potez 63
shop/group/d_500_group;D.50
shop/group/h-75_france_group;H75
shop/group/leo_451_group;LeO 45
shop/group/md_450b_group;M.D.45
shop/group/md_452_group;Mystère I
shop/group/md_454_group;M.D.45 / M.D.46
shop/group/maryland_group;Martin 167 / M.B.174
shop/group/mirage_3_group;Mirage III
shop/group/so_4050_vautour_group;Vautour
;
;
FRANCE_BLUEWATER_FLEET;
I RANK;
fr_destroyer_bourrasque_class_bourrasque_shop;Bourrasque
fr_destroyer_bourrasque_class_bourrasque_0;Classe Bourrasque Torpilleur d'Escadrille, Bourrasque (T41)
fr_destroyer_bourrasque_class_bourrasque_1;Bourrasque
fr_destroyer_bourrasque_class_bourrasque_2;Torpilleur d'Escadrille
fr_destroyer_jaguar_class_leopard_shop;Léopard
fr_destroyer_jaguar_class_leopard_0;Classe Chacal Contre-torpilleur, Chacal
fr_destroyer_jaguar_class_leopard_1;Léopard
fr_destroyer_jaguar_class_leopard_2;Torpilleur d'Escadrille
fr_destroyer_jaguar_class_chacal_shop;Chacal
fr_destroyer_jaguar_class_chacal_0;Classe Chacal Contre-torpilleur,
fr_destroyer_jaguar_class_chacal_1Chacal;
fr_destroyer_jaguar_class_chacal_2;Torpilleur d'Escadrille
fr_destroyer_jaguar_class_panthere_shop;Panthere
fr_destroyer_jaguar_class_panthere_0;Classe Chacal Contre-torpilleur,
fr_destroyer_jaguar_class_panthere_1;Panthere
fr_destroyer_jaguar_class_panthere_2;Torpilleur d'Escadrille
II RANK;
fr_destroyer_aigle_class_vautour_shop;Vautour
fr_destroyer_aigle_class_vautour_0;Classe Aigle Contre-torpilleur, Vautour (X71), 1942
fr_destroyer_aigle_class_vautour_1;Vautour
fr_destroyer_aigle_class_vautour_2;Contre-torpilleur
fr_destroyer_aigle_class_milan_shop;Milan
fr_destroyer_aigle_class_milan_0;Classe Aigle Contre-torpilleur, Milan (X113), 1942
fr_destroyer_aigle_class_milan_1;Milan
fr_destroyer_aigle_class_milan_2;Contre-torpilleur
fr_destroyer_aigle_class_aigle_shop;Aigle
fr_destroyer_aigle_class_aigle_0;Classe Aigle Contre-torpilleur, Aigle (X13), 1942
fr_destroyer_aigle_class_aigle_1;Aigle
fr_destroyer_aigle_class_aigle_2;Contre-torpilleur
III RANK;
fr_destroyer_le_fantasque_class_le_malin_shop;Le Malin
fr_destroyer_le_fantasque_class_le_malin_0;Classe Le Fantasque Contre-torpilleur, Le Malin (X82)
fr_destroyer_le_fantasque_class_le_malin_1;Le Malin
fr_destroyer_le_fantasque_class_le_malin_2;Contre-torpilleur
fr_cruiser_dugauy_class_primaguet_shop;Primaguet
fr_cruiser_dugauy_class_primaguet_0;Classe Duguay-Trouin Croiseur Léger, Primaguet
fr_cruiser_dugauy_class_primaguet_1;Primaguet
fr_cruiser_dugauy_class_primaguet_2;Croiseur Léger
fr_destroyer_marceau_class_marceau_shop;Marceau
fr_destroyer_marceau_class_marceau_0;Classe Type 1936A Cuirassé, Marceau (D 601)
fr_destroyer_marceau_class_marceau_1;Marceau
fr_destroyer_marceau_class_marceau_2;Contre-torpilleur
fr_cruiser_jeanne_darc_shop;Jeanne d'Arc
fr_cruiser_jeanne_darc_0;Croiseur École, Jeanne d'Arc, 1943
fr_cruiser_jeanne_darc_1;Jeanne d'Arc
fr_cruiser_jeanne_darc_2;Croiseur École
fr_cruiser_dugauy_class_dugauy_trouin_shop;Duguay-Trouin
fr_cruiser_dugauy_class_dugauy_trouin_0;Classe Duguay-Trouin Croiseur Léger, Duguay-Trouin, 1944
fr_cruiser_dugauy_class_dugauy_trouin_1;Duguay-Trouin
fr_cruiser_dugauy_class_dugauy_trouin_2;Croiseur Léger
IV RANK;
fr_cruiser_suffren_class_colbert_shop;Colbert
fr_cruiser_suffren_class_colbert_0;Classe Sufren Croiseur Lourd, Colbert, 1942
fr_cruiser_suffren_class_colbert_1;
fr_cruiser_suffren_class_colbert_2;
fr_cruiser_emile_bertin_shop;Emile Bertin
fr_cruiser_emile_bertin_0;Classe Emile Bertin Croiseur Léger, 
fr_cruiser_emile_bertin_1;Emile Bertin
fr_cruiser_emile_bertin_2;Croiseur Léger
fr_cruiser_suffren_class_dupleix_shop;Dupleix
fr_cruiser_suffren_class_dupleix_0;Classe Sufren Croiseur Lourd, Dupleix,  1942
fr_cruiser_suffren_class_dupleix_1;Classe Suffren
fr_cruiser_suffren_class_dupleix_2;Heavy Cruiser
V RANK;
fr_battleship_courbet_class_paris_shop;Paris
fr_battleship_courbet_class_paris_0;Classe Courbert Cuirassé Dreadnought, Paris
fr_battleship_courbet_class_paris_1;Paris
fr_battleship_courbet_class_paris_2;Cuirassé Dreadnought
VI RANK;
fr_battleship_bretagne_class_lorraine_shop;Lorraine
fr_battleship_bretagne_class_lorraine_0;Classe Bretagne Cuirassé, Lorraine, 1944
fr_battleship_bretagne_class_lorraine_1;Lorraine
fr_battleship_bretagne_class_lorraine_2;Cuirassé
;
;
SWEDEN_ARMY;
sw_strv_m31_shop;Strv m/31
sw_strv_m31_0;Landsverk L-10 | Stridsvagn m/31
sw_strv_m31_1;Strv m/31
sw_strv_m31_2;Light tank
sw_ikv_72_shop;Ikv 72
sw_ikv_72_0;Infanterikanonvagn 72
sw_ikv_72_1;Ikv 72
sw_ikv_72_2;SPG
sw_strv_m38_shop;Strv m/38
sw_strv_m38_0;Landsverk L-60-S I | Stridsvagn m/38
sw_strv_m38_1;Strv m/38
sw_strv_m38_2;Light tank
sw_strv_m40l_shop;Strv m/40 L
sw_strv_m40l_0;Landsverk L-60-S III | Stridsvagn m/40 Landsverks I
sw_strv_m40l_1;Strv m/40 L
sw_strv_m40l_2;Light tank
sw_pvlvv_fm42_shop;L-120 (akan m/40B)
sw_pvlvv_fm42_0;Pansarvärnslavettvagnsprototyper med en 20mm akan m/40B baserad på Landsverk L-120
sw_pvlvv_fm42_1;L-120 (akan m/40B)
sw_pvlvv_fm42_2;SPAA
sw_bt_42_shop;Psv BT-42
sw_bt_42_0;Ps. 511 | 15 tonnin rynnäkkötykki-Panssarivaunu, mallia BT-42
sw_bt_42_1;Psv BT-42
sw_bt_42_2;SPG
sw_stormpjas_fm43_44_shop;Spj fm/43-44
sw_stormpjas_fm43_44_0;Stormpjäs fm/43-44 "Trätoffelvagnen"
sw_stormpjas_fm43_44_1;Spj fm/43-44
sw_stormpjas_fm43_44_2;SPG
sw_vickers_mk_e_37_shop;Psv Vickers E (37)
sw_vickers_mk_e_37_0;Panssarivaunu Vickers Mark E Typ B (37 psv.k/36)
sw_vickers_mk_e_37_1;Psv Vickers E
sw_vickers_mk_e_37_2;Light Tank
sw_t_28_shop;Psv T-28 1938
sw_t_28_0;Ps. 241 | Panssarivaunu T-28 mallia 1938 "Postivaunu"
sw_t_28_1;Psv T-28 1938
sw_t_28_2;Medium Tank
sw_strv_m39_td_shop;␙ Strv m/39
sw_strv_m39_td_0;␙ Landsverk L-60-S II | Stridsvagn m/39
sw_strv_m39_td_1;␙ Strv m/39
sw_strv_m39_td_2;Light tank
sw_strv_m39_shop;Strv m/39
sw_strv_m39_0;Landsverk L-60-S II | Stridsvagn m/39
sw_strv_m39_1;Strv m/39
sw_vickers_mk_e_45_shop;Psv T-26E
sw_vickers_mk_e_45_0;Ps. 511 | Panssarivaunu T-26E
sw_vickers_mk_e_45_1;Psv T-26E
sw_vickers_mk_e_45_2;Light Tank
sw_strv_m39_2;Light tank
sw_pbil_m40_shop;Pbil m/40
sw_pbil_m40_0;Pansarbil m/40 "Lynx"
sw_pbil_m40_1;Pbil m/40
sw_pbil_m40_2;Light tank
sw_strv_m41_s2_shop;Strv m/41 SII
sw_strv_m41_s2_0;Stridsvagn m/41 SII
sw_strv_m41_s2_1;Strv m/41
sw_strv_m41_s2_2;Light tank
sw_lago_1_shop;Lago I
sw_lago_1_0;Landsverk Lago I
sw_lago_1_1;Lago I
sw_lago_1_2;Medium tank
sw_strv_m42_eh_shop;Strv m/42 EH
sw_strv_m42_eh_0;Landsverk Lago IV | Stridsvagn m/42 EH
sw_strv_m42_eh_1;Strv m/42
sw_strv_m42_eh_2;Medium tank
sw_pbv_301_shop;Pbv 301
sw_pbv_301_0;Pansarbandvagn 301
sw_pbv_301_1;Pbv 301
sw_pbv_301_2;SPAA
sw_tgdgb_m40_lv_shop;Tdgb m/40 (lvakan m/36)
sw_tgdgb_m40_lv_0;Terrängdragbil m/40 (lvakan m/36)
sw_tgdgb_m40_lv_1;Tdgb m/40 (lvakan m/36)
sw_tgdgb_m40_lv_2;SPAA
sw_sav_m43_1944_shop;Sav m/43 (1944)
sw_sav_m43_1944_0;Stormartillerivagn m/43 (1944)
sw_sav_m43_1944_1;Sav m/43 (1944)
sw_sav_m43_1944_2;SPG
sw_sav_m43_1946_shop;Sav m/43 (1946)
sw_sav_m43_1946_0;Stormartillerivagn m/43 (1946)
sw_sav_m43_1946_1;Sav m/43 (1946)
sw_sav_m43_1946_2;SPG
sw_strv_m41_s1_shop;Strv m/41 SI
sw_strv_m41_s1_0;Stridsvagn m/41 SI
sw_strv_m41_s1_1;Strv m/41
sw_strv_m41_s1_2;Light tank
sw_sav_fm48_shop;Sav 20.12.48
sw_sav_fm48_0;Stormartillerivagn 20.12.48
sw_sav_fm48_1;Sav fm/48
sw_sav_fm48_2;SPG
sw_ikv_73_shop;Ikv 73
sw_ikv_73_0;Infanterikanonvagn 73
sw_ikv_73_1;Ikv 73
sw_ikv_73_2;SPG
sw_pvkv_II_shop;Pvkv II
sw_pvkv_II_0;Pansarvärnskanonvagn II
sw_pvkv_II_1;Pvkv II
sw_pvkv_II_2;SPG
sw_pvkv_III_shop;Pvkv III
sw_pvkv_III_0;Pansarvärnskanonvagn III
sw_pvkv_III_1;Pvkv II
sw_pvkv_III_2;Medium Tank
sw_pvkv_iv_shop;Pvkv IV
sw_pvkv_iv_0;Pansarvärnskanonvagn IV Värjan
sw_pvkv_iv_1;Pvkv IV
sw_pvkv_iv_2;Medium Tank
sw_ikv_103_shop;Ikv 103
sw_ikv_103_0;Infanterikanonvagn 103
sw_ikv_103_1;Ikv 103
sw_ikv_103_2;SPG
sw_strv_m42_delat_torn_shop;Strv m/42 Delat Torn
sw_strv_m42_delat_torn_0;Stridsvagn m/42 Delat Torn
sw_strv_m42_delat_torn_1;Strv m/42
sw_strv_m42_delat_torn_2;Medium tank
sw_l_62_anti_II_shop;ItPsv 41
sw_l_62_anti_II_0;Ps. 455 | 40 mm IlmatorjuntaPanssarivaunu m/41
sw_l_62_anti_II_1;ItPsv 41
sw_l_62_anti_II_2;SPAA
sw_pvkv_m43_1946_shop;Pvkv m/43 (1946)
sw_pvkv_m43_1946_0;Pansarvärnskanonvagn m/43 Volvo A8B (1946)
sw_pvkv_m43_1946_1;Pvkv m/43 (1946)
sw_pvkv_m43_1946_2;SPG
sw_t_34_1941_shop;Psv T-34/76
sw_t_34_1941_0;Ps. 231 | Panssarivaunu T-34/76 "Sotka"
sw_t_34_1941_1;Psv T-34/76
sw_t_34_1941_2;Medium Tank
sw_pzkpfw_IV_ausf_J_shop;PzKw IVJ
sw_pzkpfw_IV_ausf_J_0;Ps. 221 | Panzerkampfwagen IVJ "Nelonen"
sw_pzkpfw_IV_ausf_J_1;PzKw IVJ
sw_pzkpfw_IV_ausf_J_2;Medium Tank
sw_pt_76b_shop;RPsv PT-76B
sw_pt_76b_0;Ps. 141 | Rynnäkköpanssarivaunu PT-76B
sw_pt_76b_1;RPsv PT-76B
sw_pt_76b_2;Light Tank
sw_ikv_91_shop;Ikv 91
sw_ikv_91_0;Infanterikanonvagn 91
sw_ikv_91_1;Ikv 91
sw_ikv_91_2;Light tank
sw_lvkv_42_shop;Lvkv 42
sw_lvkv_42_0;Luftvärnskanonvagn 42
sw_lvkv_42_1;Lvkv 42
sw_lvkv_42_2;SPAA
sw_pvkv_m43_1963_shop;Pvkv m/43 (1963)
sw_pvkv_m43_1963_0;Pansarvärnskanonvagn m/43 Scania-Vabis L603 (1963)
sw_pvkv_m43_1963_1;Pvkv m/43 (1963)
sw_pvkv_m43_1963_2;SPG
sw_bkan_1c_shop;Bkan 1C
sw_bkan_1c_0;Bandkanon 1C
sw_bkan_1c_1;Bkan 1
sw_bkan_1c_2;SPG
sw_k9_vidar_shop;K9 VIDAR
sw_k9_vidar_0;K9 Versatile Indirect Artillery System
sw_k9_vidar_1;K9 VIDAR
sw_k9_vidar_2;SPH
sw_a_34_comet_shop;Psv Comet
sw_a_34_comet_0;Ps. 252 | Panssarivaunu Comet Mk. Ia
sw_a_34_comet_1;Psv Comet
sw_a_34_comet_2;Cruiser Tank
sw_t_34_85_zis_53_shop;Psv T-34/85
sw_t_34_85_zis_53_0;Ps. 245 | Panssarivaunu T-34/85 "Pitkäputkinen Sotka"
sw_t_34_85_zis_53_1;Psv T-34/85
sw_t_34_85_zis_53_2;Medium Tank
sw_sherman_3_4_shop;♛ Sherman III/IV
sw_sherman_3_4_0;Sherman III/IV
sw_sherman_3_4_1;♛ Sherman III/IV
sw_sherman_3_4_2;♛ Sherman
sw_charioteer_mk_7_shop;Psv Charioteer
sw_charioteer_mk_7_0;Ps. 251 | Panssarivaunu Charioteer Mk.VII Mod.B
sw_charioteer_mk_7_1;Psv Charioteer
sw_charioteer_mk_7_2;Medium Tank
sw_landsverk_ush_405_shop;Unimog SH 405
sw_landsverk_ush_405_0;Landsverk Universal-Motor-Gerät S-Heckmotor 405.110 Type 3Z 8DLa
sw_landsverk_ush_405_1;U SH
sw_landsverk_ush_405_2;SPG
sw_zsu_57_2_shop;ItPsv SU-57-2
sw_zsu_57_2_0;Ps. 461 | 57 mm IlmatorjuntaPanssarivaunu SU-57-2
sw_zsu_57_2_1;ItPsv 57-2
sw_zsu_57_2_2;SPAA
sw_itpsv_90_shop;ItPsv 90
sw_itpsv_90_0;Ps. 473 | 35 mm Ilmatorjuntapanssarivaunu 90
sw_itpsv_90_1;ItPsv 90
sw_itpsv_90_2;SPAA
sw_veak_40_shop;VEAK 40
sw_veak_40_0;Vagn Eldlening Automat-Kanon 40
sw_veak_40_1;VEAK 40
sw_veak_40_2;SPAA
sw_udes_33_shop;UDES 33
sw_udes_33_0;Underlagsgrupp Direkt Eld Stridsfordon 33
sw_udes_33_1;UDES 33
sw_udes_33_2;SPG
sw_strv_74_shop;Strv 74
sw_strv_74_0;Stridsvagn 74 V
sw_strv_74_1;Strv 74
sw_strv_74_2;Medium tank
sw_strv_81_shop;Strv 81
sw_strv_81_0;Stridsvagn 81
sw_strv_81_1;Strv 81
sw_strv_81_2;Medium tank
sw_strv_81_rb52_shop;Strv 81 (Rb 52)
sw_strv_81_rb52_0;Stridsvagn 81 av Robot 52
sw_strv_81_rb52_1;Strv 81 (Rb 52)
sw_strv_81_rb52_2;Medium tank
sw_strv_101_shop;Strv 101
sw_strv_101_0;Stridsvagn 101
sw_strv_101_1;Strv 101
sw_strv_101_2;Medium tank
sw_strv_103_0_shop;Strv 103-0
sw_strv_103_0_0;Stridsvagn 103-0
sw_strv_103_0_1;Strv 103-0
sw_strv_103_0_2;MBT
sw_strv_103a_shop;Strv 103A
sw_strv_103a_0;Stridsvagn 103A
sw_strv_103a_1;Strv 103A
sw_strv_103a_2;MBT
sw_strv_103c_shop;Strv 103С
sw_strv_103c_0;Stridsvagn 103С
sw_strv_103c_1;Strv 103С
sw_strv_103c_2;MBT
sw_strv_104_shop;Strv 104
sw_strv_104_0;Stridsvagn 104
sw_strv_104_1;Strv 104
sw_strv_104_2;Medium tank
sw_strv_105_shop;Strv 105
sw_strv_105_0;Stridsvagn 105
sw_strv_105_1;Strv 105
sw_strv_105_2;Medium tank
sw_strv_121_shop;Strv 121
sw_strv_121_0;Stridsvagn 121
sw_strv_121_1;Strv 121
sw_strv_121_2;MBT
sw_strv_122_shop;Strv 122B
sw_strv_122_0;Stridsvagn 122B
sw_strv_122_1;Strv 122
sw_strv_122_2;MBT
sw_strv_122b_plss_shop;Strv 122B (PLSS)
sw_strv_122b_plss_0;Stridsvagn 122B (Panoramic Low-Signature Sight)
sw_strv_122b_plss_1;Strv 122
sw_strv_122b_plss_2;MBT
sw_ikv_91_105_shop;Ikv 91-105
sw_ikv_91_105_0;Infanterikanonvagn 91-105
sw_ikv_91_105_1;Ikv 91-105
sw_ikv_91_105_2;Light tank
sw_lvkv_90c_shop;Lvkv 9040C
sw_lvkv_90c_0;Luftvärnskanonvagn 9040C
sw_lvkv_90c_1;Lvkv 9040C
sw_lvkv_90c_2;SPAA
sw_lvrbv_701_shop;Lvrbv 701
sw_lvrbv_701_0;Luftvärnsrobotbandvagn 701
sw_lvrbv_701_1;Lvrbv 701
sw_lvrbv_701_2;SPAA
sw_pvrbv_551_shop;Pvrbv 551
sw_pvrbv_551_0;Pansarvärnsrobotbandvagn 551
sw_pvrbv_551_1;Pvrbv 551
sw_pvrbv_551_2;SPG
sw_pbv_302_bill_shop;Pbv 302 BILL
sw_pbv_302_bill_0;Pansarbandvagn 302 (Robotsystem 56, Bofors, Infantry, Light and Lethal)
sw_pbv_302_bill_1;Pbv 302 BILL
sw_pbv_302_bill_2;SPG
sw_strf_9056_shop;Strf 9040A BILL
sw_strf_9056_0;Stridsfordon 9040A (Robotsystem 56, Bofors, Infantry, Light and Lethal)
sw_strf_9056_1;Strf 9040A BILL
sw_strf_9056_2;Light tank
sw_cv_9030_fin_shop;CV 9030
sw_cv_9030_fin_0;Ps. 171 | Combat Vehicle 9030
sw_cv_9030_fin_1;CV 9030
sw_cv_9030_fin_2;Light Tank
sw_strf_90b_shop;Strf 9040B
sw_strf_90b_0;Stridsfordon 9040B
sw_strf_90b_1;Strf 9040B
sw_strf_90b_2;Light tank
sw_strf_90c_shop;Strf 9040C
sw_strf_90c_0;Stridsfordon 9040C
sw_strf_90c_1;Strf 9040C
sw_strf_90c_2;Light tank
sw_cv_90105_tml_shop;CV 90105 TML
sw_cv_90105_tml_0;Combat Vehicle 90105 Tourelle Modulaire Légèr
sw_cv_90105_tml_1;CV 90105 TML
sw_cv_90105_tml_2;Light tank
sw_cv_90120_shop;Strf 90120
sw_cv_90120_0;Stridsfordon 90 120
sw_cv_90120_1;Strf 90120
sw_cv_90120_2;Light tank
sw_patria_amv_ctcv_105_shop;AMV CT-CV 105HP
sw_patria_amv_ctcv_105_0;Patria Armoured Modular Vehicle with Cockerill CT-CV 105HP
sw_patria_amv_ctcv_105_1;
sw_patria_amv_ctcv_105_2;
sw_asrad_r_shop;ASRAD-R
sw_asrad_r_0;Advanced Short Range Air Defence System - RBS
sw_asrad_r_1;ASRAD-R
sw_asrad_r_2;SPAA
sw_crotale_ng_shop;ItO 90M
sw_crotale_ng_0;Ps. 447 | Ilmatorjuntaohjus 90M
sw_crotale_ng_1;ItO 90M
sw_crotale_ng_2;SPAA
sw_leopard_1a5no_shop;║ Leopard 1A5NO2 «SLEM»
sw_leopard_1a5no_0;Leopard 1A5NO2 [132 | Stridsvogneskadronen] «SLEM»
sw_leopard_1a5no_1;║ Leopard 1A5
sw_leopard_1a5no_2;MBT
sw_leopard_2a4_fin_shop;Psv Leopard 2A4
sw_leopard_2a4_fin_0;Ps. 273 | Panssarivaunu Leopard 2A4
sw_leopard_2a4_fin_1;Psv Leopard 2A4
sw_leopard_2a4_fin_2;MBT
sw_leopard_2a6nl_shop;Psv Leopard 2A6
sw_leopard_2a6nl_0;Ps. 274 | Panssarivaunu Leopard 2A6
sw_leopard_2a6nl_1;Psv Ps. 274
sw_leopard_2a6nl_2;MBT
sw_t_54_1951_shop;Psv T-54
sw_t_54_1951_0;Ps. 261 | Panssarivaunu T-54 mallia 1951
sw_t_54_1951_1;Psv T-54
sw_t_54_1951_2;Medium Tank
sw_t_55m_shop;Psv T-54M
sw_t_55m_0;Ps. 262 | Panssarivaunu T-55M
sw_t_55m_1;Psv T-55M
sw_t_54m_2;Medium Tank
sw_t_72m1_shop;Psv T-72M1
sw_t_72m1_0;Ps. 264 | Panssarivaunu T-72M1
sw_t_72m1_1;Psv T-72M1
sw_t_72m1_2;MBT
sw_t_80u_shop;T 80 U
sw_t_80u_0;T 80 U
sw_t_80u_1;T 80 U
sw_t_80u_2;MBT
shop/group/sw_lvkv_asrad_group;Lvkv 90 / M113
shop/group/sw_pvkv_ikv_group;Pvkv m/43 / Ikv 103
shop/group/sw_t_34_pz_4_group;T-34 / PzKw IV
shop/group/sw_udes_pbv_group;UDES 33 / Pbv 302
shop/group/sw_pt_76_comet_group;PT-76 / Comet
shop/group/sw_cv_90_ifv_group;CV 90
shop/group/sw_strv_122_group;Strv 122B
shop/group/sw_strv_104_103c_group;Strv 103/104
;
;
SWEDEN_HELICOPTERS;
hkp3c_shop;Hkp 3C
hkp3c_0;Bell Helikopter 3C
hkp3c_1;Hkp 3
hkp3c_2;Hkp 3
hkp2_shop;Hkp 2
hkp2_0;Sud-Aviation Helikopter 2
hkp2_1;Hkp 2
hkp2_2;Hkp 2
hkp9a_cb2_shop;Hkp 9A
hkp9a_cb2_0;Messerschmitt-Bölkow-Blohm Helikopter 9A
hkp9a_cb2_1;Hkp 9
hkp9a_cb2_2;Hkp 9
hkp9a_cb3_fc_shop;Hkp 9A (FC)
hkp9a_cb3_fc_0;Messerschmitt-Bölkow-Blohm Helikopter 9A (Försökscentralen)
hkp9a_cb3_fc_1;Hkp 9
hkp9a_cb3_fc_2;Hkp 9
ahs_shop;AHS S95 Apache
ahs_0;Attackhelikoptersystem studie 1995 | Boeing AH-64A Apache
